Accuser,3,outsider,any,"This childlike blasphemy conjoins the features of a plump human infant and a gigantic, gore-fattened fly.","Childlike souls tormented and scoured of innocence by the flames of Hell and then reshaped by the mad whims of the archdevil Baalzebul, accuser devils embody the foul, merciless, and pervasive corruptions of the infernal host. From the depths of the Pit they rise in buzzing, shrieking plagues unleashed to taint the land, despoil weak flesh, and reveal exploitable secrets. En masse they display little of the cunning or subtlety typical of devilkind, spreading ruin at the will of their fiendish masters. Alone, though, a zebub is a craven, deceitful thing, lurking in darkness and filth, endlessly spying and vying for the petty favors of greater evils. Accuser devils are almost exclusively formed amid the cesspits of frozen Cocytus, the seventh layer of Hell. Within the Pit they serve countless infernal lords as messengers and spies, with droves being unleashed upon myriad mortal worlds with a mandate to seek out souls ripe for corruption or those whose sins might lead to greater damnations. Mzebubs overstep the freedoms of such vague missions, seeking to manipulate weakwilled or easily intimidated mortals into all manner of trivial evils, dispensing shrill orders in their buzzing, childlike voices. Despite the fact that mzebub plots end in the zebubs' own revelation and destruction, few diabolical lords allow the slaying of their spies to go unpunished. The zebub's ability to grant other creatures visions of what it has witnessed makes it an unusually useful creature to mconjurers. Relatively easy to conjure with a spell like lesser planar ally or lesser planar binding, an accuser devil can be an invaluable spy. One simply orders the foul little devil to become invisible and then inf iltrate an area where visual information is hidden, with orders to teleport back to its point of origin to grant visions of what it observed to its master. Those who make use of accuser devils in this manner should take care to watch their own actions or what they reveal, of course, for such a creature can just as easily be bribed or intimidated into revealing visions that some conjurers might not want being made public. It's common practice among conjurers to kill their accuser devils once they've completed their missions of inf iltration and observation. These lesser devils stand just over 2 feet tall and rarely weigh more than 25 pounds.",800
Achaierai,5,outsider,land,"This bird-like beast is mostly head, lunging forward on four scaly legs. Wisps of noxious black vapor trail from its hooked beak.","An achaierai is a predator and scavenger of the lower planes that looks like a 15-foot-tall flightless bird, though its head and body are fused into one large unit, with four legs and atrophied wings. The thick, oily plumage covering its body all but conceals these tiny wings. An adult achaierai weighs roughly 750 pounds. Though not devils themselves, achaierais live and hunt on the scorched and blasted plains of Hell, where they make excellent use of their long, stilt-like legs in running down lost souls or lesser devils who stumble into their feeding grounds. Once it has closed with its target, an achaierai attacks with its two front legs, punching or slashing, as well as biting with its powerful beak. Far smarter than their animalistic form might suggest, achaierais prefer to hunt in shrieking packs and use their prey's confusion and their own reach to their advantage, circling their quarry and darting in to attack as soon as the victim becomes distracted, then retreating again before the prey has a chance to retaliate. They have been known to wander through battlefields in the lower planes, picking over dying and regenerating creatures and souls, which has earned them the nickname ""Hell's vultures."" As achaierais are immune to the toxic clouds of others of their kind, they often work in conjunction to use these clouds to herd or scatter enemies, form long lines of black clouds to protect their retreat, or merely panic opponents in large melees. Achaierais are fond of disemboweling their targets and feasting on the hot entrails while their mortally wounded prey screams itself to death. Of course, as outsiders, achaierais have no need to eat, and their elaborate hunting routines are simply the bird-beasts' sick form of entertainment.",1600
Adamantine Cobra,3,construct,any,"This creature resembles a small, metallic cobra. Its body is made of overlapping iron plates, and its eyes are pinpoints of red light.","An adamantine cobra's body is built from 100 pounds of magically treated materials including adamantine armor plates, once slain it can be melted down to yield 3.",800
Adamantine Golem,19,construct,any,"This huge construct of black metal is all spikes and armor, save for several forge-like stacks that burn atop its crown and back.","Made using one of the hardest and most precious substances, the adamantine golem is a deadly work of art. It can crush the life from foes that dare to get in its way and is nearly impossible to permanently destroy. The vast amount of adamantine required to build even one of these destructive golems is so significant that most worlds do not have enough resources, forcing the creator to travel to the Plane of Earth or remote Outer Planes simply to gather the raw materials needed to build the golem's body. Construction A adamantine golem's body is made of more than 4,000 pounds of adamantine, mithral, gold, platinum, and other metals worth a total of 100,000 gp. Adamantine Golem CL 20th; Price 600,000 gp Construction Requirements Craft Construct, crushing fist, geas/quest, heal, stoneskin, wish, creator must be caster level 20th; Skill Craft  DC 35; Cost 350,000 gp",204800
Adamantine Wasp Swarm,10,construct,any,The sound of metallic clicking drones in your ears as thousands of tiny metal insects descend from the air.,"The adamantine wasp is a flying construct capable of bringing down the most powerful of opponents with its deadly sting. Adamantine wasps are constructed by spellcasters and used to guard or patrol areas the creator wishes to keep ""off limits."" From a distance, they resemble 1-foot long silver wasps, and some spellcasters further enhance this ruse by constructing fake nests nearby to detract would-be trespassers. An adamantine wasp is 1-foot long and looks like its namesake only made out of metal. Its body is segmented like a normal wasp  and has carefully and delicately been fitted together to form the wasp. A wicked-looking adamantine stinger protrudes from its abdomen. Its wings are formed of paper-thin adamantine, specially treated during the construction process. Adamantine wasps, being constructs, are non-intelligent and are programmed to carry out simple tasks such as ""guard this room"" or ""attack who enter here."" When following their commands, adamantine wasps fight until destroyed. A swarm attacks by stinging its foes and injecting its blood-freezing poison. Construction Creating an adamantine wasp swarm costs 10,000 gp. Assembling the ""body"" requires a successful DC 20 ADAMANTINE WASP SWARM CL 13th; Price 80,000 gp Requirements Craft Construct, fly, geas/quest, poison, limited wish, creator must be caster level 13th; Skill Craft  or Craft  DC 18; Cost 45,000 gp Copyright Notice Author Scott Greene.",9600
Adaro,3,monstrous humanoid,warm oceans,"This hybrid of human and shark holds its spear menacingly, thick, glistening saliva dripping from its razor-sharp teeth.","Malevolent denizens of the waters, adaros are among the fiercest sentient hunters of the tropical seas. They are known and feared by sailors on mexotic shores, as well as by common folk who just happen to live near the oceans. Mhave witnessed a fellow sailor or fisher suddenly go rigid, a poisoned spear jutting from his guts, only to fall into the waters and be taken by the vicious adaro responsible for the assault. Strictly carnivorous, adaros feed upon their victims almost immediately after slaying them. Their brutally sharp teeth cut through bone almost as easily as through flesh, and their powerful digestive systems are capable of handling most organic matter. Adaros usually eat once every couple of days, gorging on meals half their weight. Adaros' strange relationship with storms has intrigued scholars for centuries. These sea-dwellers have a special connection to the deadly creatures of the waters and the wildness of foul weather, and it is no coincidence that they attack humanoids more often during rough seas. Adaros are seminomadic by nature; a tribe travels until it finds a suitable hunting ground, and leaves either when its presence becomes too well known or when its game runs low. An adaro is 7-1/2 feet long and weighs 250 pounds.",800
Addu,15,magical beast,warm oceans,"Striped with the brilliant colors of a maritime sunset, this beast winds its enormous body through the waves, a pair of wiry, talon-tipped arms and a snout full of horrendous teeth preceding a fan of razorlike fins.","As enigmatic as they are dangerous, addus hail from the most hellish corners of Golarion's deepest seas. Addu encounters are thankfully rare, but those who have faced one and survived tell tales of the beasts' unimaginable powers. As a result, merchant and pirate lookouts alike carefully watch the watersy horizons for jagged, fiery-hued spines, which have come to signal seafarers' imminent doom. The colors of the tropical deep-simmering reds, yellows, and oranges-decorate addus' long, serpentine bodies. In addition to the ominous fins on their backs, smaller spines jut from addus' snouts, heads, and necks. Their short but powerful forearms can strip flesh from bone, especially when the beasts employ them alongside their barge-sized jaws, which bear teeth the length of daggers. With long tails that can sweep from the waters with whiplike velocity, addus can reach up to 50 feet long and weigh up to 14,000 pounds. Ecology Legends claim that when Golarion was young, fissures in its deepest seaf loors began spewing noxious gases left over from the planet's formation. These geysers helped provide life-giving heat to the equatorial oceans, but also rendered small pockets of deep-sea waters uninhabitable. Golarion's thriving waters ecosystem pushed back, however, and from these poisonous environs emerged the hardy addus. The geysers nurtured and strengthened these enormous, tropically colored creatures, instilling in them a mindless cruelty and a voracious hunger for raw meat. Legends maintain early addus trolled the edges of their toxic haunts, harnessing the power of rip currents to kill prey lurking within the tolerable waters beyond. Eventually, addus evolved to embrace the poison native to their homes, and even to expel it as a weapon, bringing instant death to creature unlucky enough to inhale it. Experts are unsure just how the addus developed their hunting techniques-whether magically or through a fluke of nature-but all agree that nothing known to modern scholarship explains their deadly abilities. In time, the deep-sea creatures developed heightened instincts that kept them far away from the telltale haze of addus' watersy lairs. It was then that hunger drove the beasts to establish hunting grounds in shallower waters. Their natural maliciousness led addus to fight among themselves until each survivor had enough space to roam and feed alone. Scholars believe that every few weeks, addus experience a blinding hunger that prompts them to turn the seas red with the blood of their meals, which often consist of hundreds of pounds of raw, still-twitching meat. Addus are known to feed on whales, giant squid, dire sharks and-when other prey is scarce-sea serpents. Tales of epic battles between addus and sea serpents exist among mseafaring nations, scaring children and serving as a warning to sailors. Even more terrifying, however, are rumors that claim addus periodically crave humanoid flesh, and will capsize ships as large as their own bodies to obtain just a few bites of this succulent treat. Scholars debate whether addus hunt ships or rather attack them by mistake, confusing the vessels' shadows with those of surfacing whales. Regardless, addus pose a major threat to vessel that frequents the vast stretches of open waters where these beasts tend to stake their claims. Habitat & Society Owing to their violent natures, addus are nearly always found alone. They are said to be most concentrated in Golarion's southern seas, where legends allege ancient, noxious underwaters geysers once were plentiful. A particularly unsettling tale speaks of an area several hundred miles west of the Shackles archipelago where addus' hunting grounds perfectly abut one another like a deadly, invisible puzzle. Although an addu that intrudes on another's hunting grounds can most certainly expect to battle its fellow beast to the death, some pirate legends maintain that these creatures occasionally cooperate-when it suits them. For example, an Ollo-based pirate captain once claimed that after happening upon a vicious battle between two addus, his vessel came under attack when the beasts spotted his ship's sails. Once the pirates outran them, the addus turned on each other again, intent on settling their original quarrel. But given that survivors of addu attacks speak of the speed with which the creatures dispatch their targets, most old salts conclude the captain invented a compelling but ultimately fictitious tale. It's believed that no one has yet survived a battle involving more than one addu. Scholars believe that female addus typically patrol hunting grounds measuring only a few square miles, while male members of the species are more nomadic, often moving on to new territories every few weeks. This may explain the beasts' reproductive practices. waters elves report that up to five times during the creatures' fertile years, female addus deposit groups of six to eight eggs at the edge of their hunting grounds. The eggs secrete the noxious fumes that lend addus their infamy, attracting nearby males, which then fertilize them. Addlets  appear to be born into a state of frenzy, immediately initiating brawls among their siblings. As is fitting for such vicious creatures, only the strongest addlet of a litter survives to seek its own hunting grounds and wreak havoc on its own victims. Despite their violent tendencies, addus appear to be long-lived creatures. Native tales speak of single addus that have terrorized the same waters for up to 6 centuries. These stories say the longer addus live, the more they crave humanoid flesh-or the more they crave maritime battle, depending on the variety of the tale. Either way, some of these stories describe addus, wizened through millennia of survival, capsizing ships before their unfortunate crew members ever realize they're being targeted. Then, the tales claim, the ancient addus pluck their victims from the sea, stripping the flesh from their bones one by one and offering no mercy save the final rest of death.",51200
Adherer,3,monstrous humanoid,temperate or underground,"This pallid humanoid creature is wrapped in wispy strips of skin, with bits of detritus and a sour stink clinging to it as though it were freshly emerged from a refuse pit.","Adherers look vaguely like embalmed and mummified corpses wrapped in dirty linen, but are in fact something else entirely. Transformed by hideous processes on the Ethereal Plane, their bodies are riddled with tiny, adhesive strands that can stick to anything, allowing the adherers to bind their enemies' weapons and capture living creatures for their depraved, blood-draining rituals. Though once human, adherers have forgotten all traces of humanity, and now hunt their former kindred with gleeful abandon.",800
Adhukait,7,outsider,any,"A pair of spiked fiends, interwoven through bodily cavities and impaling limbs, spin in a dance with their twin curved knives.","Known also as the twinned ones, adhukaits are warrior asuras, specialized at quick raids designed for theft, assassination, or kidnapping. An adhukait is adept at infiltration and escape. In killing, the fiend is brutally efficient unless it wishes to prolong pain to demoralize or enrage its enemies. Although an adhukait appears to be two connected creatures, it is one entity with two minds. The creature's personality and purpose is as unified as its bizarre form. An adhukait is 6 feet tall. It weighs 330 pounds. Adhukaits prefer desolate spots as lairs, especially those that recall past terror or sorrow. In such dens, they keep trophies from their engagements as focuses for meditation and objects of study. Adhukaits also keep treasures stolen from temples and holy places. While at rest, adhukaits remain near ill-gotten items to ensure no meddling magician can locate the lost objects. Legend holds that the first adhukaits emerged from the shattered remains of two godlike brigands. These burglars, their names long since lost to history, attempted to raid a celestial hall. The resident deity and his or her servants slew the thieves, crushed their bodies together into one, and hurled their remains to the earth. As their crumbling, entwined bodies struck the world, they caused terrible earthquakes and tsunamis that slew thousands of innocents-including mworshipers of the headstrong deity who accidentally caused the devastation. The first adhukaits grew from the shattered, mingled remains of these brigands, rising from the blasted crater to serve the asuras as elite soldiers.",3200
Adlet,10,humanoid,"cold plains, hills, or mountains",This humanoid wolf 's fur is snowy white and its eyes piercing blue; it grips an ornate spear in its fist.,"Adlets are cunning hunters of the arctic wilds. Tall, sinewy, nimble, and very quick, they see themselves as the true heritors of untamed arctic lands, and are offended by other humanoid species that attempts to settle in such regions. Although not normally evil, adlets are very aggressive and warlike. They also have no social taboo against cannibalism, and their practice of eating their dead rather than burying them only further builds misconceptions about their morality. Deeply religious, adlets worship the power and cruelty of nature, seeing divinity in the lash of the blizzard's wind, the ferocity of the polar bear, and the immensity of the towering iceberg. Mbecome oracles or druids, but all adlets know their place in the natural world. One in every dozen adlets is a shaman: an adlet with the advanced creature template and the ability to summon a greater ice elemental or 1d4+1 large ice elementals  and commune with nature once per day each as spell-like abilities. An adlet is 6 feet tall and weighs 250 pounds.",9600
Adult Black Dragon,11,dragon,warm marshes,"Hissing green acid drips from the fanged maw of this blackscaled, horned dragon.","Lording over the darkest swamps and marshes, black dragons are the undisputed masters of their domain, ruling through cruelty and intimidation. Those who dwell within a black dragon's reach live in fear. Black dragons tend to make their lairs in remote parts of the swamps, preferably in caves at the bottom of dark and fetid pools. Inside, they pile up their filthy treasure and sleep amid the roots and muck. Black dragons prefer their food a bit rotten and will often allow a meal to sit in a pool for days before consuming it. Black dragons prefer treasures that do not rot or decay, making their hoard, full of coins, gemstones, jewelry, and other objects made from stone or metal.",9600
Adult Blue Dragon,13,dragon,warm deserts,"With scales the color of the deserts skies, this large, serpentine dragon moves with an unsettling grace.","Blue dragons are consummate schemers and obsessively orderly. In combat, blue dragons prefer to surprise foes if possible, and are not above retreating if the odds turn against them. They prefer to lair near those that they control, sometimes even within the confines of a city.",19200
Adult Brass Dragon,11,dragon,warm deserts,"A crest of horns sweeps back from the head of this dragon, leading to a long neck and serpentine brass body.","Consummate conversationalists, brass dragons prefer to talk instead of fight. Brass dragons lair near humanoid settlements, where they can hear the most recent news and gossip.",12800
Adult Brine Dragon,11,dragon,waters,"A blue-green neck frill sweeps back from the head of this dragon, leading to a body of shiny scales and fin-like crests.","Although not inherently evil, brine dragons have little patience for kindness and philanthropy. As they age, they grow more and more opinionated and obsessed with power-by adult age, a brine dragon counts itself a failure if it doesn't rule over a collection of ""lesser beings"" such as humans, merfolk, locathah, or even sahuagin.",12800
Adult Bronze Dragon,13,dragon,temperate coastlines,This sleek dragon is covered in dull metallic scales that range in color from shining bronze to mottled blue.,Bronze dragons have been known to ally with travelers and adventurers if the cause and reward is right and just.,19200
Adult Cloud Dragon,11,dragon,temperate or warm mountains,"This dragon has a fringed and frilled head and wings that sweep back from its shoulders to its tail. Large, piercing rose colored eyes dominate its somewhat triangular head. Its tail trails off becoming misty and translucent near the tip.","Cloud dragons are the most reclusive of all dragons, rarely leaving the safety and sanctity of their cloudy lairs. They have a great dislike for non-flying creatures and creatures that must use non-natural means to fly . A cloud dragon wyrmling's scales are silvery-blue with a slight hint of red at the tip of each scale. As the dragon ages, its color slowly changes to a bright sunset orange. The oldest cloud dragons resemble gold dragons, save for the large bony plates on their heads and backs. Cloud dragons are not highly aggressive, but dislike interlopers and attack them on sight. They open combat using their breath weapon, followed by their spell-like abilities. A cloud dragon rarely lands, preferring to fight from the air. Credit The Cloud Dragon originally appeared in the First Edition Monster Manual II  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Gary Gygax.",12800
Adult Copper Dragon,12,dragon,warm hills,"Bright, shining copper scales run from the horn-crowned head to the ridged tail of this long-winged dragon.",This whimsical dragon spends most of its time in combat trying to annoy and frustrate its enemies.,12800
